,Title,Date,Location,Fights,Winners,Methods,Rounds,Times
80,UFC 218: Holloway vs. Aldo 2,"December 02, 2017","Detroit, Michigan, USA","['Max Holloway vs Jose Aldo', 'Francis Ngannou vs Alistair Overeem', 'Henry Cejudo vs Sergio Pettis', 'Eddie Alvarez vs Justin Gaethje', 'Tecia Torres vs Michelle Waterson', 'Paul Felder vs Charles Oliveira', 'Yancy Medeiros vs Alex Oliveira', 'David Teymur vs Drakkar Klose', 'Felice Herrig vs Cortney Casey', 'Amanda Cooper vs Angela Magana', 'Abdul Razak Alhassan vs Sabah Homasi', 'Dominick Reyes vs Jeremy Kimball', 'Justin Willis vs Allen Crowder']","['Max Holloway', 'Francis Ngannou', 'Henry Cejudo', 'Eddie Alvarez', 'Tecia Torres', 'Paul Felder', 'Yancy Medeiros', 'David Teymur', 'Felice Herrig', 'Amanda Cooper', 'Abdul Razak Alhassan', 'Dominick Reyes', 'Justin Willis']","['KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO']","['3', '1', '3', '3', '3', '2', '3', '3', '3', '2', '1', '1', '1']","['4:51', '1:42', '5:00', '3:59', '5:00', '4:06', '2:02', '5:00', '5:00', '4:34', '4:21', '3:39', '2:33']"
81,The Ultimate Fighter 26 Finale,"December 01, 2017","Las Vegas, Nevada, USA","['Nicco Montano vs Roxanne Modafferi', ""Sean O'Malley vs Terrion Ware"", 'Lauren Murphy vs Barb Honchak', 'Gerald Meerschaert vs Eric Spicely', 'DeAnna Bennett vs Melinda Fabian', 'Brett Johns vs Joe Soto', 'Montana De La Rosa vs Christina Marks', 'Ryan Janes vs Andrew Sanchez', 'Rachael Ostovich vs Karine Gevorgyan', 'Shana Dobson vs Ariel Beck', 'Gillian Robertson vs Emily Whitmire']","['Nicco Montano', ""Sean O'Malley"", 'Lauren Murphy', 'Gerald Meerschaert', 'DeAnna Bennett', 'Brett Johns', 'Montana De La Rosa', 'Ryan Janes', 'Rachael Ostovich', 'Shana Dobson', 'Gillian Robertson']","['U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'M-DEC', 'SUB', 'SUB', 'KO/TKO', 'SUB', 'KO/TKO', 'SUB']","['5', '3', '3', '2', '3', '1', '1', '3', '1', '2', '1']","['5:00', '5:00', '5:00', '2:18', '5:00', '0:30', '2:00', '0:58', '1:40', '2:53', '2:12']"
82,UFC Fight Night: Bisping vs. Gastelum,"November 25, 2017","Shanghai, Hebei, China","['Kelvin Gastelum vs Michael Bisping', 'Jingliang Li vs Zak Ottow', 'Wang Guan vs Alex Caceres', 'Alex Garcia vs Muslim Salikhov', 'Zabit Magomedsharipov vs Sheymon Moraes', 'Kenan Song vs Bobby Nash', 'Xiaonan Yan vs Kailin Curran', 'Song Yadong vs Bharat Kandare', 'Shamil Abdurakhimov vs Chase Sherman', 'Gina Mazany vs Yanan Wu', 'Rolando Dy vs Wuliji Buren', 'Cyril Asker vs Hu Yaozong']","['Kelvin Gastelum', 'Jingliang Li', 'Wang Guan', 'Alex Garcia', 'Zabit Magomedsharipov', 'Kenan Song', 'Xiaonan Yan', 'Song Yadong', 'Shamil Abdurakhimov', 'Gina Mazany', 'Rolando Dy', 'Cyril Asker']","['KO/TKO', 'KO/TKO', 'S-DEC', 'SUB', 'SUB', 'KO/TKO', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB']","['1', '1', '3', '2', '3', '1', '3', '1', '1', '3', '3', '2']","['2:30', '2:57', '5:00', '3:22', '4:30', '0:15', '5:00', '4:16', '1:24', '5:00', '5:00', '2:33']"
83,UFC Fight Night: Werdum vs. Tybura,"November 18, 2017","Sydney, New South Wales, Australia","['Fabricio Werdum vs Marcin Tybura', 'Jessica-Rose Clark vs Bec Rawlings', 'Belal Muhammad vs Tim Means', 'Jake Matthews vs Bojan Velickovic', 'Elias Theodorou vs Daniel Kelly', 'Alexander Volkanovski vs Shane Young', 'Ryan Benoit vs Ashkan Mokhtarian', 'Nik Lentz vs Will Brooks', 'Tai Tuivasa vs Rashad Coulter', 'Frank Camacho vs Damien Brown', 'Nadia Kassem vs Alex Chambers', 'Eric Shelton vs Jenel Lausa', 'Adam Wieczorek vs Anthony Hamilton']","['Fabricio Werdum', 'Jessica-Rose Clark', 'Belal Muhammad', 'Jake Matthews', 'Elias Theodorou', 'Alexander Volkanovski', 'Ryan Benoit', 'Nik Lentz', 'Tai Tuivasa', 'Frank Camacho', 'Nadia Kassem', 'Eric Shelton', 'Adam Wieczorek']","['U-DEC', 'S-DEC', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC']","['5', '3', '3', '3', '3', '3', '3', '2', '1', '3', '3', '3', '3']","['5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '2:38', '2:05', '4:35', '5:00', '5:00', '5:00', '5:00']"
84,UFC Fight Night: Poirier vs. Pettis,"November 11, 2017","Norfolk, Virginia, USA","['Dustin Poirier vs Anthony Pettis', 'Matt Brown vs Diego Sanchez', 'Andrei Arlovski vs Junior Albini', 'Cezar Ferreira vs Nate Marquardt', 'Raphael Assuncao vs Matthew Lopez', 'Clay Guida vs Joe Lauzon', 'Marlon Moraes vs John Dodson', 'Tatiana Suarez vs Viviane Pereira', 'Sage Northcutt vs Michel Quinones', 'Nina Ansaroff vs Angela Hill', 'Sean Strickland vs Court McGee', 'Jake Collier vs Marcel Fortuna', 'Karl Roberson vs Darren Stewart']","['Dustin Poirier', 'Matt Brown', 'Andrei Arlovski', 'Cezar Ferreira', 'Raphael Assuncao', 'Clay Guida', 'Marlon Moraes', 'Tatiana Suarez', 'Sage Northcutt', 'Nina Ansaroff', 'Sean Strickland', 'Jake Collier', 'Karl Roberson']","['KO/TKO', 'KO/TKO', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB']","['3', '1', '3', '3', '3', '1', '3', '3', '3', '3', '3', '3', '1']","['2:08', '3:44', '5:00', '5:00', '1:50', '1:07', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '3:41']"
85,UFC 217: Bisping vs. St-Pierre,"November 04, 2017","New York City, New York, USA","['Georges St-Pierre vs Michael Bisping', 'TJ Dillashaw vs Cody Garbrandt', 'Rose Namajunas vs Joanna Jedrzejczyk', 'Stephen Thompson vs Jorge Masvidal', 'Paulo Costa vs Johny Hendricks', 'James Vick vs Joe Duffy', 'Mark Godbeer vs Walt Harris', 'Ovince Saint Preux vs Corey Anderson', 'Randy Brown vs Mickey Gall', 'Curtis Blaydes vs Aleksei Oleinik', 'Ricardo Ramos vs Aiemann Zahabi']","['Georges St-Pierre', 'TJ Dillashaw', 'Rose Namajunas', 'Stephen Thompson', 'Paulo Costa', 'James Vick', 'Mark Godbeer', 'Ovince Saint Preux', 'Randy Brown', 'Curtis Blaydes', 'Ricardo Ramos']","['SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'DQ', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO']","['3', '2', '1', '3', '2', '2', '1', '3', '3', '2', '3']","['4:23', '2:41', '3:03', '5:00', '1:23', '4:59', '4:29', '1:25', '5:00', '1:39', '1:58']"
86,UFC Fight Night: Brunson vs. Machida,"October 28, 2017","Sao Paulo, Sao Paulo, Brazil","['Derek Brunson vs Lyoto Machida', 'Colby Covington vs Demian Maia', 'Pedro Munhoz vs Rob Font', 'Francisco Trinaldo vs Jim Miller', 'Thiago Santos vs Jack Hermansson', 'John Lineker vs Marlon Vera', 'Vicente Luque vs Niko Price', 'Antonio Carlos Junior vs Jack Marshman', 'Jared Gordon vs Hacran Dias', 'Elizeu Zaleski dos Santos vs Max Griffin', 'Deiveson Figueiredo vs Jarred Brooks', 'Marcelo Golm vs Christian Colombo']","['Derek Brunson', 'Colby Covington', 'Pedro Munhoz', 'Francisco Trinaldo', 'Thiago Santos', 'John Lineker', 'Vicente Luque', 'Antonio Carlos Junior', 'Jared Gordon', 'Elizeu Zaleski dos Santos', 'Deiveson Figueiredo', 'Marcelo Golm']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'SUB']","['1', '3', '1', '3', '1', '3', '2', '1', '3', '3', '3', '1']","['2:30', '5:00', '4:03', '5:00', '4:59', '5:00', '4:08', '4:30', '5:00', '5:00', '5:00', '2:08']"
87,UFC Fight Night: Cerrone vs. Till,"October 21, 2017","Gdansk, Poland","['Darren Till vs Donald Cerrone', 'Karolina Kowalkiewicz vs Jodie Esquibel', 'Jan Blachowicz vs Devin Clark', 'Oskar Piechota vs Jonathan Wilson', 'Marcin Held vs Nasrat Haqparast', 'Brian Kelleher vs Damian Stasiak', 'Ramazan Emeev vs Sam Alvey', 'Andre Fili vs Artem Lobov', 'Warlley Alves vs Salim Touahri', 'Aspen Ladd vs Lina Lansberg', 'Josh Emmett vs Felipe Arantes']","['Darren Till', 'Karolina Kowalkiewicz', 'Jan Blachowicz', 'Oskar Piechota', 'Marcin Held', 'Brian Kelleher', 'Ramazan Emeev', 'Andre Fili', 'Warlley Alves', 'Aspen Ladd', 'Josh Emmett']","['KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","['1', '3', '2', '3', '3', '3', '3', '3', '3', '2', '3']","['4:20', '5:00', '3:02', '5:00', '5:00', '3:39', '5:00', '5:00', '5:00', '2:33', '5:00']"
88,UFC 216: Ferguson vs. Lee,"October 07, 2017","Las Vegas, Nevada, USA","['Tony Ferguson vs Kevin Lee', 'Demetrious Johnson vs Ray Borg', 'Fabricio Werdum vs Walt Harris', 'Mara Romero Borella vs Kalindra Faria', 'Beneil Dariush vs Evan Dunham', 'Cody Stamann vs Tom Duquesnoy', 'Lando Vannata vs Bobby Green', 'Poliana Botelho vs Pearl Gonzalez', 'Matt Schnell vs Marco Beltran', 'John Moraga vs Magomed Bibulatov', 'Brad Tavares vs Thales Leites']","['Tony Ferguson', 'Demetrious Johnson', 'Fabricio Werdum', 'Mara Romero Borella', 'Beneil Dariush', 'Cody Stamann', 'Lando Vannata', 'Poliana Botelho', 'Matt Schnell', 'John Moraga', 'Brad Tavares']","['SUB', 'SUB', 'SUB', 'SUB', 'M-DEC', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC', 'KO/TKO', 'U-DEC']","['3', '5', '1', '1', '3', '3', '3', '3', '3', '1', '3']","['4:02', '3:15', '1:05', '2:54', '5:00', '5:00', '5:00', '5:00', '5:00', '1:38', '5:00']"
89,UFC Fight Night: Saint Preux vs. Okami,"September 22, 2017","Saitama, Saitama, Japan","['Ovince Saint Preux vs Yushin Okami', 'Jessica Andrade vs Claudia Gadelha', 'Dong Hyun Ma vs Takanori Gomi', 'Gokhan Saki vs Henrique da Silva', 'Teruto Ishihara vs Rolando Dy', 'Jussier Formiga vs Ulka Sasaki', 'Keita Nakamura vs Alex Morono', 'Syuri Kondo vs Chanmi Jeon', 'Shinsho Anzai vs Luke Jumeau', 'Daichi Abe vs Hyun Gyu Lim']","['Ovince Saint Preux', 'Jessica Andrade', 'Dong Hyun Ma', 'Gokhan Saki', 'Teruto Ishihara', 'Jussier Formiga', 'Keita Nakamura', 'Syuri Kondo', 'Shinsho Anzai', 'Daichi Abe']","['SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'S-DEC', 'S-DEC', 'U-DEC', 'U-DEC']","['1', '3', '1', '1', '3', '1', '3', '3', '3', '3']","['1:50', '5:00', '1:30', '4:45', '5:00', '4:30', '5:00', '5:00', '5:00', '5:00']"
90,UFC Fight Night: Rockhold vs. Branch,"September 16, 2017","Pittsburgh, Pennsylvania, USA","['Luke Rockhold vs David Branch', 'Mike Perry vs Alex Reyes', 'Anthony Smith vs Hector Lombard', 'Gregor Gillespie vs Jason Gonzalez', 'Kamaru Usman vs Sergio Moraes', 'Justin Ledet vs Zu Anyanwu', 'Olivier Aubin-Mercier vs Anthony Rocco Martin', 'Daniel Spitz vs Anthony Hamilton', 'Uriah Hall vs Krzysztof Jotko', 'Gilbert Burns vs Jason Saggo']","['Luke Rockhold', 'Mike Perry', 'Anthony Smith', 'Gregor Gillespie', 'Kamaru Usman', 'Justin Ledet', 'Olivier Aubin-Mercier', 'Daniel Spitz', 'Uriah Hall', 'Gilbert Burns']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'KO/TKO', 'S-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'KO/TKO']","['2', '1', '3', '2', '1', '3', '3', '1', '2', '2']","['4:05', '1:19', '2:33', '2:11', '2:48', '5:00', '5:00', '0:24', '2:25', '4:55']"
91,UFC 215: Nunes vs Shevchenko 2,"September 09, 2017","Edmonton, Alberta, Canada","['Amanda Nunes vs Valentina Shevchenko', 'Rafael Dos Anjos vs Neil Magny', 'Henry Cejudo vs Wilson Reis', 'Ilir Latifi vs Tyson Pedro', 'Jeremy Stephens vs Gilbert Melendez', 'Ketlen Vieira vs Sara McMann', 'Sarah Moras vs Ashlee Evans-Smith', 'Rick Glenn vs Gavin Tucker', 'Alex White vs Mitch Clarke', 'Arjan Bhullar vs Luis Henrique', 'Kajan Johnson vs Adriano Martins']","['Amanda Nunes', 'Rafael Dos Anjos', 'Henry Cejudo', 'Ilir Latifi', 'Jeremy Stephens', 'Ketlen Vieira', 'Sarah Moras', 'Rick Glenn', 'Alex White', 'Arjan Bhullar', 'Kajan Johnson']","['S-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","['5', '1', '2', '3', '3', '2', '1', '3', '2', '3', '3']","['5:00', '3:43', '0:25', '5:00', '5:00', '4:16', '2:51', '5:00', '4:36', '5:00', '0:49']"
92,UFC Fight Night: Volkov vs. Struve,"September 02, 2017","Rotterdam, Zuid-Holland, Netherlands","['Alexander Volkov vs Stefan Struve', 'Siyar Bahadurzada vs Rob Wilkinson', 'Marion Reneau vs Talita Bernardo', 'Leon Edwards vs Bryan Barberena', 'Darren Till vs Bojan Velickovic', 'Mairbek Taisumov vs Felipe Silva', 'Michel Prazeres vs Mads Burnell', 'Rustam Khabilov vs Desmond Green', 'Aleksandar Rakic vs Francimar Barroso', 'Zabit Magomedsharipov vs Mike Santiago', 'Abdul-Kerim Edilov vs Bojan Mihajlovic', 'Thibault Gouti vs Andrew Holbrook']","['Alexander Volkov', 'Siyar Bahadurzada', 'Marion Reneau', 'Leon Edwards', 'Darren Till', 'Mairbek Taisumov', 'Michel Prazeres', 'Rustam Khabilov', 'Aleksandar Rakic', 'Zabit Magomedsharipov', 'Abdul-Kerim Edilov', 'Thibault Gouti']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO', 'SUB', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO']","['3', '2', '3', '3', '3', '1', '3', '3', '3', '2', '2', '1']","['3:30', '3:10', '4:54', '5:00', '5:00', '1:24', '1:26', '5:00', '5:00', '4:22', '2:32', '4:28']"
93,UFC Fight Night: Pettis vs. Moreno,"August 05, 2017","Mexico City, Distrito Federal, Mexico","['Sergio Pettis vs Brandon Moreno', 'Alexa Grasso vs Randa Markos', 'Niko Price vs Alan Jouban', 'Humberto Bandenay vs Martin Bravo', 'Sam Alvey vs Rashad Evans', 'Alejandro Perez vs Andre Soukhamthath', 'Jack Hermansson vs Bradley Scott', 'Dustin Ortiz vs Hector Sandoval', 'Rani Yahya vs Henry Briones', 'Jose Quinonez vs Diego Rivas', 'Joseph Morales vs Roberto Sanchez', 'Jordan Rinaldi vs Alvaro Herrera']","['Sergio Pettis', 'Alexa Grasso', 'Niko Price', 'Humberto Bandenay', 'Sam Alvey', 'Alejandro Perez', 'Jack Hermansson', 'Dustin Ortiz', 'Rani Yahya', 'Jose Quinonez', 'Joseph Morales', 'Jordan Rinaldi']","['U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'SUB']","['5', '3', '1', '1', '3', '3', '1', '1', '1', '3', '1', '1']","['5:00', '5:00', '1:44', '0:26', '5:00', '5:00', '3:50', '0:15', '2:01', '5:00', '3:56', '2:01']"
94,UFC 214: Cormier vs. Jones 2,"July 29, 2017","Anaheim, California, USA","['Daniel Cormier vs Jon Jones', 'Tyron Woodley vs Demian Maia', 'Cris Cyborg vs Tonya Evinger', 'Robbie Lawler vs Donald Cerrone', 'Volkan Oezdemir vs Jimi Manuwa', 'Ricardo Lamas vs Jason Knight', 'Aljamain Sterling vs Renan Barao', 'Brian Ortega vs Renato Moicano', 'Calvin Kattar vs Andre Fili', 'Alexandra Albu vs Kailin Curran', 'Jarred Brooks vs Eric Shelton', 'Drew Dober vs Joshua Burkman']","['Daniel Cormier', 'Tyron Woodley', 'Cris Cyborg', 'Robbie Lawler', 'Volkan Oezdemir', 'Ricardo Lamas', 'Aljamain Sterling', 'Brian Ortega', 'Calvin Kattar', 'Alexandra Albu', 'Jarred Brooks', 'Drew Dober']","['Overturned', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'SUB', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO']","['3', '5', '3', '3', '1', '1', '3', '3', '3', '3', '3', '1']","['3:01', '5:00', '1:56', '5:00', '0:42', '4:34', '5:00', '2:59', '5:00', '5:00', '5:00', '3:04']"
95,UFC Fight Night: Weidman vs. Gastelum,"July 22, 2017","Uniondale, New York, USA","['Chris Weidman vs Kelvin Gastelum', 'Darren Elkins vs Dennis Bermudez', 'Patrick Cummins vs Gian Villante', 'Jimmie Rivera vs Thomas Almeida', 'Elizeu Zaleski dos Santos vs Lyman Good', 'Eryk Anders vs Rafael Natal', 'Alex Oliveira vs Ryan LaFlare', 'Chase Sherman vs Damian Grabowski', 'Jeremy Kennedy vs Kyle Bochniak', 'Marlon Vera vs Brian Kelleher', 'Junior Albini vs Tim Johnson', 'Shane Burgos vs Godofredo Pepey', 'Chris Wade vs Frankie Perez']","['Chris Weidman', 'Darren Elkins', 'Patrick Cummins', 'Jimmie Rivera', 'Elizeu Zaleski dos Santos', 'Eryk Anders', 'Alex Oliveira', 'Chase Sherman', 'Jeremy Kennedy', 'Marlon Vera', 'Junior Albini', 'Shane Burgos', 'Chris Wade']","['SUB', 'S-DEC', 'S-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC']","['3', '3', '3', '3', '3', '1', '2', '3', '3', '1', '1', '3', '3']","['3:45', '5:00', '5:00', '5:00', '5:00', '2:54', '1:50', '5:00', '5:00', '2:18', '2:51', '5:00', '5:00']"
96,UFC Fight Night: Nelson vs. Ponzinibbio,"July 16, 2017","Glasgow, Scotland, United Kingdom","['Santiago Ponzinibbio vs Gunnar Nelson', 'Cynthia Calvillo vs Joanne Calderwood', 'Paul Felder vs Stevie Ray', 'Jack Marshman vs Ryan Janes', 'Khalil Rountree Jr. vs Paul Craig', 'Justin Willis vs James Mulheron', 'Danny Roberts vs Bobby Nash', 'Alexandre Pantoja vs Neil Seery', 'Galore Bofando vs Charlie Ward', 'Danny Henry vs Daniel Teymur', 'Brett Johns vs Albert Morales', 'Leslie Smith vs Amanda Lemos']","['Santiago Ponzinibbio', 'Cynthia Calvillo', 'Paul Felder', 'Jack Marshman', 'Khalil Rountree Jr.', 'Justin Willis', 'Danny Roberts', 'Alexandre Pantoja', 'Galore Bofando', 'Danny Henry', 'Brett Johns', 'Leslie Smith']","['KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO', 'SUB', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","['1', '3', '1', '3', '1', '3', '2', '3', '1', '3', '3', '2']","['1:22', '5:00', '3:57', '5:00', '4:56', '5:00', '3:59', '2:31', '2:10', '5:00', '5:00', '2:53']"
97,UFC 213: Romero vs. Whittaker,"July 08, 2017","Las Vegas, Nevada, USA","['Robert Whittaker vs Yoel Romero', 'Alistair Overeem vs Fabricio Werdum', 'Curtis Blaydes vs Daniel Omielanczuk', 'Anthony Pettis vs Jim Miller', 'Rob Font vs Douglas Silva de Andrade', 'Aleksei Oleinik vs Travis Browne', 'Chad Laprise vs Brian Camozzi', 'Thiago Santos vs Gerald Meerschaert', 'Belal Muhammad vs Jordan Mein', 'Cody Stamann vs Terrion Ware', 'Trevin Giles vs James Bochnovic']","['Robert Whittaker', 'Alistair Overeem', 'Curtis Blaydes', 'Anthony Pettis', 'Rob Font', 'Aleksei Oleinik', 'Chad Laprise', 'Thiago Santos', 'Belal Muhammad', 'Cody Stamann', 'Trevin Giles']","['U-DEC', 'M-DEC', 'U-DEC', 'U-DEC', 'SUB', 'SUB', 'KO/TKO', 'KO/TKO', 'U-DEC', 'U-DEC', 'KO/TKO']","['5', '3', '3', '3', '2', '2', '3', '2', '3', '3', '2']","['5:00', '5:00', '5:00', '5:00', '4:36', '3:44', '1:27', '2:04', '5:00', '5:00', '2:54']"
98,The Ultimate Fighter 25 Finale,"July 07, 2017","Las Vegas, Nevada, USA","['Justin Gaethje vs Michael Johnson', 'Jesse Taylor vs Dhiego Lima', 'Drakkar Klose vs Marc Diakiese', 'Jared Cannonier vs Nick Roehrick', 'Brad Tavares vs Elias Theodorou', 'Jordan Johnson vs Marcel Fortuna', 'Angela Hill vs Ashley Yoder', 'James Krause vs Tom Gallicchio', 'CB Dollaway vs Ed Herman', 'Tecia Torres vs Juliana Lima', 'Gray Maynard vs Teruto Ishihara']","['Justin Gaethje', 'Jesse Taylor', 'Drakkar Klose', 'Jared Cannonier', 'Brad Tavares', 'Jordan Johnson', 'Angela Hill', 'James Krause', 'CB Dollaway', 'Tecia Torres', 'Gray Maynard']","['KO/TKO', 'SUB', 'S-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'U-DEC']","['2', '2', '3', '3', '3', '3', '3', '3', '3', '2', '3']","['4:48', '0:43', '5:00', '2:08', '5:00', '5:00', '5:00', '5:00', '5:00', '0:53', '5:00']"
99,UFC Fight Night: Chiesa vs. Lee,"June 25, 2017","Oklahoma City, Oklahoma, USA","['Kevin Lee vs Michael Chiesa', 'Tim Boetsch vs Johny Hendricks', 'Felice Herrig vs Justine Kish', 'Dominick Reyes vs Joachim Christensen', 'Tim Means vs Alex Garcia', 'Dennis Siver vs BJ Penn', 'Clay Guida vs Erik Koch', 'Marvin Vettori vs Vitor Miranda', 'Carla Esparza vs Maryna Moroz', 'Darrell Horcher vs Devin Powell', 'Jared Gordon vs Michel Quinones', 'Anthony Rocco Martin vs Johnny Case', 'Jeremy Kimball vs Josh Stansbury']","['Kevin Lee', 'Tim Boetsch', 'Felice Herrig', 'Dominick Reyes', 'Tim Means', 'Dennis Siver', 'Clay Guida', 'Marvin Vettori', 'Carla Esparza', 'Darrell Horcher', 'Jared Gordon', 'Anthony Rocco Martin', 'Jeremy Kimball']","['SUB', 'KO/TKO', 'U-DEC', 'KO/TKO', 'U-DEC', 'M-DEC', 'U-DEC', 'U-DEC', 'U-DEC', 'S-DEC', 'KO/TKO', 'U-DEC', 'KO/TKO']","['1', '2', '3', '1', '3', '3', '3', '3', '3', '3', '2', '3', '1']","['4:37', '0:46', '5:00', '0:29', '5:00', '5:00', '5:00', '5:00', '5:00', '5:00', '4:24', '5:00', '1:21']"
100,UFC Fight Night: Holm vs. Correia,"June 17, 2017","Kallang, Singapore","['Holly Holm vs Bethe Correia', 'Marcin Tybura vs Andrei Arlovski', 'Colby Covington vs Dong Hyun Kim', 'Rafael Dos Anjos vs Tarec Saffiedine', 'Jon Tuck vs Takanori Gomi', 'Walt Harris vs Cyril Asker', 'Alex Caceres vs Rolando Dy', 'Ulka Sasaki vs Justin Scoggins', 'Jingliang Li vs Frank Camacho', 'Russell Doane vs Kwan Ho Kwak', 'Naoki Inoue vs Carls John De Tomas', 'Lucie Pudilova vs Ji Yeon Kim']","['Holly Holm', 'Marcin Tybura', 'Colby Covington', 'Rafael Dos Anjos', 'Jon Tuck', 'Walt Harris', 'Alex Caceres', 'Ulka Sasaki', 'Jingliang Li', 'Russell Doane', 'Naoki Inoue', 'Lucie Pudilova']","['KO/TKO', 'U-DEC', 'U-DEC', 'U-DEC', 'SUB', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC']","['3', '3', '3', '3', '1', '1', '2', '2', '3', '1', '3', '3']","['1:09', '5:00', '5:00', '5:00', '1:12', '1:44', '5:00', '3:19', '5:00', '4:09', '5:00', '5:00']"
101,UFC Fight Night: Lewis vs. Hunt,"June 10, 2017","Auckland, New Zealand","['Mark Hunt vs Derrick Lewis', 'Derek Brunson vs Daniel Kelly', 'Dan Hooker vs Ross Pearson', 'Ion Cutelaba vs Henrique da Silva', 'Ben Nguyen vs Tim Elliott', 'Alexander Volkanovski vs Mizuto Hirota', 'Vinc Pichel vs Damien Brown', 'Luke Jumeau vs Dominique Steele', 'John Moraga vs Ashkan Mokhtarian', 'Zak Ottow vs Kiichi Kunimoto', 'JJ Aldrich vs Chanmi Jeon']","['Mark Hunt', 'Derek Brunson', 'Dan Hooker', 'Ion Cutelaba', 'Ben Nguyen', 'Alexander Volkanovski', 'Vinc Pichel', 'Luke Jumeau', 'John Moraga', 'Zak Ottow', 'JJ Aldrich']","['KO/TKO', 'KO/TKO', 'KO/TKO', 'KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'U-DEC', 'U-DEC', 'S-DEC', 'U-DEC']","['4', '1', '2', '1', '1', '3', '1', '3', '3', '3', '3']","['3:51', '1:16', '3:02', '0:22', '0:49', '5:00', '3:37', '5:00', '5:00', '5:00', '5:00']"
102,UFC 212: Aldo vs. Holloway,"June 03, 2017","Rio de Janeiro, Rio de Janeiro, Brazil","['Max Holloway vs Jose Aldo', 'Claudia Gadelha vs Karolina Kowalkiewicz', 'Vitor Belfort vs Nate Marquardt', 'Paulo Costa vs Oluwale Bamgbose', 'Yancy Medeiros vs Erick Silva', 'Raphael Assuncao vs Marlon Moraes', 'Antonio Carlos Junior vs Eric Spicely', 'Matthew Lopez vs Johnny Eduardo', 'Brian Kelleher vs Iuri Alcantara', 'Viviane Pereira vs Jamie Moyle', 'Luan Chagas vs Jimmy Wallhead', 'Deiveson Figueiredo vs Marco Beltran']","['Max Holloway', 'Claudia Gadelha', 'Vitor Belfort', 'Paulo Costa', 'Yancy Medeiros', 'Raphael Assuncao', 'Antonio Carlos Junior', 'Matthew Lopez', 'Brian Kelleher', 'Viviane Pereira', 'Luan Chagas', 'Deiveson Figueiredo']","['KO/TKO', 'SUB', 'U-DEC', 'KO/TKO', 'KO/TKO', 'S-DEC', 'SUB', 'KO/TKO', 'SUB', 'U-DEC', 'SUB', 'KO/TKO']","['3', '1', '3', '2', '2', '3', '2', '1', '1', '3', '2', '2']","['4:13', '3:03', '5:00', '1:06', '2:01', '5:00', '3:49', '2:57', '1:48', '5:00', '4:48', '5:00']"
